,Fare,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,distance,passenger_count,pickup_datetime
30,5.7,-73.976162,40.744988,-73.990002,40.738323,1.3815904149288538,2.0,2011-09-07 14:05:00 UTC
31,18.1,-73.993717,40.740784999999995,-73.99927199999999,40.676617,7.150512682854978,1.0,2011-09-07 23:05:44 UTC
32,58.0,-73.98332977,40.73871994,-73.93319702,40.84722519,12.782073405468376,1.0,2015-01-11 03:15:38 UTC
33,4.5,-73.99017334,40.75644684,-73.98561859,40.76282883,0.8067003976868194,1.0,2015-03-12 08:08:38 UTC
34,5.3,-73.995199,40.754740000000005,-74.005416,40.751084000000006,0.9518021545943864,1.0,2012-01-19 10:15:30 UTC
35,9.0,-73.95774,40.773617,-73.977087,40.758465,2.3438057139560136,6.0,2013-11-24 11:42:00 UTC
36,9.8,-73.972673,40.759186,-73.969897,40.791367,3.585995667560736,1.0,2009-03-02 20:42:49 UTC
37,8.1,-73.984267,40.744960999999996,-73.981646,40.759608,1.6435703295470256,1.0,2011-03-29 15:39:49 UTC
38,10.9,-74.003899,40.725514000000004,-73.976484,40.765537,5.0139427529186,2.0,2011-10-15 10:55:24 UTC
39,17.5,-73.97845,40.76292,-74.008482,40.716502,5.748266780442455,1.0,2013-11-22 08:38:09 UTC
40,12.1,-73.988558,40.7372,-73.958688,40.780747999999996,5.456878010640363,1.0,2009-06-10 21:28:00 UTC
41,5.3,-73.997037,40.737095000000004,-73.98612800000001,40.735043,0.9470373753696913,1.0,2011-03-04 18:12:00 UTC
42,6.9,-73.971114,40.758944,-73.97793,40.736613,2.5486187066016717,1.0,2011-08-31 21:14:15 UTC
43,4.5,-73.980822,40.74442,-73.991093,40.748796999999996,0.992739107529822,1.0,2011-06-01 20:30:00 UTC
44,3.3,-73.988877,40.763577000000005,-73.985573,40.760262,0.461854108460356,1.0,2011-12-14 07:53:00 UTC
45,3.3,-73.98666,40.756071999999996,-73.989727,40.751702,0.5503279999091121,5.0,2012-07-18 00:16:00 UTC
46,9.0,-73.992253,40.742657,-73.983597,40.755947,1.6478854993582999,1.0,2013-01-29 12:26:00 UTC
47,9.7,-73.985582,40.739765000000006,-73.973899,40.760426,2.4993190694319773,1.0,2011-12-06 09:09:21 UTC
48,5.5,-73.952825,40.772048,-73.95219399999999,40.781152,1.0137134091971944,3.0,2012-10-06 20:31:36 UTC
49,8.0,-73.980298,40.783722999999995,-73.979628,40.763179,2.2850883344273707,1.0,2013-01-23 07:01:38 UTC
50,7.5,-73.97770799999999,40.746212,-73.975782,40.745055,0.20706823917584177,1.0,2013-09-07 03:17:00 UTC
51,25.5,-73.974497,40.751603,-73.934927,40.851566999999996,11.603789992393702,4.0,2013-11-10 01:12:19 UTC
52,15.3,-73.97151,40.755886,-73.968067,40.801173,5.044029629980626,1.0,2012-01-04 18:07:29 UTC
53,34.67,-73.985427,40.758853,-73.872907,40.774497,9.634367730677129,1.0,2010-05-31 18:06:00 UTC
54,9.7,-73.97954200000001,40.727498,-73.999315,40.730088,1.6908659426286985,4.0,2011-03-19 21:55:00 UTC
55,13.7,-74.002113,40.739582,-73.971918,40.791899,6.348909357411943,2.0,2012-07-19 23:53:14 UTC
56,6.5,-73.98543000000001,40.736011,-73.982501,40.724802000000004,1.2705863105530377,1.0,2009-03-23 12:13:29 UTC
57,5.0,-73.996148,40.741890000000005,-73.992202,40.739425,0.43087136527129655,6.0,2014-07-16 10:57:00 UTC
58,4.5,-74.009137,40.713436,-74.00282299999999,40.723428000000006,1.2319161016329914,3.0,2011-04-22 23:21:03 UTC
59,4.9,-74.003985,40.731677000000005,-73.999765,40.723512,0.9750637974750715,1.0,2012-01-02 14:54:00 UTC
60,7.0,-73.96620300000001,40.7675,-73.980915,40.77424,1.4479599694501961,6.0,2014-05-01 09:12:00 UTC
61,7.3,-74.003919,40.753019,-73.992368,40.735362,2.191295372582285,2.0,2011-11-07 10:47:40 UTC
62,7.5,-74.004736,40.715882,-74.017723,40.705141,1.6200937978739123,1.0,2012-10-07 17:59:08 UTC
63,8.5,-73.991467,40.750575,-73.98575,40.741547,1.1134207116400405,4.0,2014-01-17 09:03:00 UTC
64,16.5,-73.970323,40.750840000000004,-73.99839200000001,40.724862,3.733213593164115,6.0,2014-04-29 18:28:00 UTC
65,11.5,-73.97927856,40.72343826,-74.00460815,40.74694824,3.3747176752522785,6.0,2015-04-12 10:19:05 UTC
66,4.9,-73.95479584,40.77933502,-73.94493103,40.78008652,0.8348083195110623,1.0,2015-05-12 23:51:42 UTC
67,6.9,-73.99578100000001,40.723411,-74.005004,40.71895,0.9220567244765475,2.0,2009-08-02 02:34:11 UTC
68,3.7,-74.00163,40.730767,-73.997112,40.737533,0.8431716191246084,1.0,2010-01-31 10:53:00 UTC
69,6.9,-73.955118,40.768941999999996,-73.963495,40.761887,1.055050979934809,2.0,2010-05-14 08:09:00 UTC
70,10.1,-73.977788,40.771838,-73.9662,40.778113,1.1995813409936187,2.0,2012-05-21 15:20:00 UTC
71,16.5,-73.9828,40.745287,-74.01425,40.702935,5.403879988156991,1.0,2014-12-08 16:00:01 UTC
72,15.07,-73.961933,40.795584999999996,-73.962253,40.764817,3.42135632354109,2.0,2010-08-16 01:33:00 UTC
73,7.7,-73.996601,40.736569,-73.982152,40.744322,1.4916710867044203,1.0,2010-12-04 14:26:13 UTC
74,24.9,-74.006662,40.73121,-73.92594,40.825588,12.503191434517616,1.0,2011-08-12 04:20:00 UTC
75,7.0,-73.988425,40.764342,-74.001642,40.745752,2.347843419703802,2.0,2013-02-06 22:16:00 UTC
76,8.5,-73.994128,40.735087,-73.986393,40.751461,1.933808947547353,1.0,2014-06-11 22:24:21 UTC
77,5.7,-73.97383,40.763717,-73.98942,40.771522,1.5738348655595988,1.0,2010-08-19 16:33:00 UTC
78,5.0,-74.01335999999999,40.702272,-74.01699,40.709245,0.8335558476750795,1.0,2013-03-10 15:44:00 UTC
79,8.5,-73.95371,40.790813,-73.957015,40.777676,1.487036577934068,1.0,2013-06-14 08:27:43 UTC
80,17.0,-74.00972800000001,40.705166999999996,-73.970897,40.749307,5.898888128386414,1.0,2013-07-08 21:24:00 UTC
81,8.0,-73.950688,40.828531,-73.964101,40.80814,2.5327861934336604,1.0,2014-03-21 11:00:29 UTC
82,12.0,-73.995387,40.749482,-73.975789,40.748740999999995,1.6529634350257993,1.0,2014-10-02 13:39:56 UTC
83,12.5,-73.917399,40.746485,-73.97375600000001,40.763836,5.124102242496775,1.0,2011-08-31 08:21:47 UTC
84,7.5,-73.990815,40.730495,-73.978337,40.751084999999996,2.519323475407563,1.0,2014-05-19 06:26:00 UTC
85,6.9,-74.00744300000001,40.732547,-73.991112,40.742312,1.7527758234242112,5.0,2012-04-05 05:50:00 UTC
86,5.0,-73.98874664,40.74495316,-73.99568176,40.74422073,0.58989388161881,2.0,2015-03-04 14:55:40 UTC
87,10.5,-74.00113499999999,40.730979,-73.984424,40.76463,3.997873057007605,1.0,2010-04-27 21:40:07 UTC
88,7.7,-73.96888100000001,40.764533,-73.985311,40.748956,2.217036237083808,1.0,2011-02-22 11:09:16 UTC
89,11.0,-73.98105621,40.77426529,-73.95904541,40.78067398,1.9856472251497606,2.0,2015-04-03 16:21:30 UTC
90,5.7,-73.99282600000001,40.751271,-73.982786,40.742432,1.2966696240204352,1.0,2009-01-09 15:01:20 UTC
91,9.0,-73.946852,40.775802,-73.96434,40.760703,2.23333538552793,1.0,2013-01-09 14:42:00 UTC
92,13.5,-73.950655,40.783282,-73.984365,40.769802,3.2099660820280964,1.0,2013-07-06 17:18:00 UTC
93,7.5,-73.976512,40.765277000000005,-73.977672,40.778052,1.4238718586571733,1.0,2013-10-08 17:29:00 UTC
94,9.0,-73.984977,40.752122,-74.000925,40.757982,1.4930133162072008,1.0,2014-12-07 12:26:00 UTC
95,14.0,-73.9792099,40.723682399999994,-74.01746368,40.71139526,3.50152953695482,1.0,2015-05-17 08:02:59 UTC
96,5.7,-73.983052,40.722588,-73.988022,40.733738,1.3086473967159056,3.0,2011-06-09 00:53:00 UTC
97,10.0,-74.002581,40.739571999999995,-73.99458,40.760682,2.4421716578214028,1.0,2014-11-12 12:40:29 UTC
98,5.7,-73.993452,40.761447,-73.979662,40.759617999999996,1.1791227096826804,5.0,2010-06-04 14:49:00 UTC
99,9.7,-73.97070500000001,40.761643,-73.99283299999999,40.727647,4.214843260447444,2.0,2010-11-08 20:42:00 UTC
100,14.1,-73.974492,40.751369,-74.01058499999999,40.703364,6.143583151299904,1.0,2011-03-09 07:24:34 UTC
101,7.7,-73.991607,40.76318,-73.982718,40.76239,0.7537792400504155,2.0,2011-08-04 10:38:00 UTC
102,11.3,-74.00766999999999,40.732177,-73.974663,40.758932,4.072171189248378,1.0,2010-03-22 10:01:00 UTC
103,8.5,-73.986681,40.725659,-73.977068,40.754504,3.308094271635954,1.0,2012-03-25 09:22:45 UTC
104,12.9,-73.965315,40.790852,-73.978195,40.766375,2.929835609474563,6.0,2012-06-05 09:16:00 UTC
105,9.5,-73.972195,40.765883,-73.96794200000001,40.761951,0.5652065948395435,1.0,2012-11-06 11:33:14 UTC
106,9.0,-73.982272,40.748357,-73.969325,40.763877,2.041431943565727,1.0,2014-05-22 18:30:00 UTC
107,10.0,-73.99179699999999,40.735262,-73.975915,40.748697,2.0055063867031295,6.0,2014-10-17 08:28:00 UTC
108,35.0,-73.95331,40.787772,-73.944352,40.719772,7.598821678923438,2.0,2012-12-06 18:05:00 UTC
109,9.0,-73.96083,40.77308,-73.978372,40.774907,1.491065248567844,1.0,2012-12-06 18:05:00 UTC
110,17.0,-73.97339000000001,40.743883000000004,-73.954021,40.766063,2.9570893160152836,1.0,2014-07-20 12:48:35 UTC
111,6.1,-74.00012199999999,40.74308,-74.00615,40.734233,1.1071053436887588,5.0,2009-01-25 18:41:00 UTC
112,14.5,-73.961598,40.716487,-73.960417,40.674963,4.618337892171626,2.0,2010-03-27 02:26:39 UTC
113,3.7,-73.966957,40.761268,-73.967912,40.765535,0.4812382978433049,1.0,2011-01-05 17:39:00 UTC
114,32.5,-73.872862,40.774105,-73.97059300000001,40.764393,8.300779646505484,2.0,2012-05-11 15:03:53 UTC
115,5.3,-73.995083,40.739527,-73.999599,40.726264,1.5230785509971188,3.0,2010-01-03 10:20:12 UTC
116,11.5,-73.972018,40.750142,-74.006008,40.73622,3.255190524164958,5.0,2012-11-08 21:00:00 UTC
117,4.0,-73.993701,40.741569,-73.987999,40.748834,0.939859398244954,1.0,2013-11-23 23:34:03 UTC
118,10.5,-73.966473,40.7575,-73.993336,40.745051000000004,2.6526570705135333,1.0,2010-06-17 16:12:58 UTC
119,17.7,-73.87082,40.773748,-73.808317,40.7003,9.71765678954266,1.0,2012-08-19 19:56:34 UTC
120,5.0,-73.971696,40.763378,-73.962035,40.776598,1.680118824628563,1.0,2013-05-10 16:39:08 UTC
121,12.66,-73.98721,40.729325,-73.931985,40.697207,5.866838634800097,1.0,2013-09-17 04:22:00 UTC
122,8.0,-73.98849200000001,40.717977000000005,-73.97818000000001,40.737407,2.3287163450751005,1.0,2014-01-06 21:21:00 UTC
123,7.3,-73.986588,40.72165,-74.00800500000001,40.717166999999996,1.8725153107790777,2.0,2010-09-30 08:38:00 UTC
124,6.5,-73.98213,40.774807,-73.97358299999999,40.789645,1.8000214667390804,5.0,2012-10-06 15:47:00 UTC
125,8.0,-74.002843,40.733692,-73.987882,40.728590000000004,1.3824067721925977,1.0,2013-02-11 00:13:00 UTC
126,16.5,-73.983837,40.676052,-74.002522,40.723145,5.468290084837148,1.0,2014-09-12 23:10:00 UTC
127,49.57,-73.977023,40.7526,-73.79030999999999,40.643783,19.853726415784482,2.0,2009-09-22 21:14:00 UTC
128,10.5,-73.988006,40.737722999999995,-73.965699,40.766095,3.6720148487517292,2.0,2012-02-03 13:46:35 UTC
129,22.5,-73.9882,40.75909,-73.923683,40.86861,13.333623340098839,5.0,2012-02-12 01:26:00 UTC
130,11.5,-73.94747199999999,40.771227,-73.981832,40.760272,3.1396584920372774,1.0,2012-12-21 06:47:00 UTC
131,12.5,-73.984723,40.748022999999996,-73.977245,40.757891,1.2652202037312927,2.0,2014-11-01 16:51:09 UTC
132,5.5,-73.950305,40.785607,-73.943587,40.789532,0.7144017627731796,1.0,2013-01-26 18:36:00 UTC
133,6.5,-73.980735,40.747911,-73.97053000000001,40.761998,1.7867574096783352,1.0,2013-05-20 11:03:50 UTC
134,16.5,-73.99698639,40.75542831,-73.95319366,40.80210114,6.366378950361793,3.0,2015-05-31 07:33:18 UTC
135,9.0,-74.00344849,40.73310089,-74.00800323,40.70721436,2.903936002811016,1.0,2015-02-15 22:41:32 UTC
136,8.9,-73.9578,40.768003,-73.981712,40.763391999999996,2.0780565491242426,1.0,2009-06-25 10:29:00 UTC
137,10.9,-73.983735,40.746697,-73.954411,40.772219,3.762160258061291,1.0,2009-07-23 17:05:10 UTC
138,8.9,-73.98103,40.729782,-73.993011,40.752803,2.7516430725843586,1.0,2011-03-19 15:00:27 UTC
139,8.5,-73.963115,40.774034,-73.975251,40.760822999999995,1.7895580417555097,1.0,2011-05-06 11:37:14 UTC
140,17.0,-73.962458,40.759027,-73.986199,40.753397,2.0953982917665286,1.0,2013-02-08 09:50:04 UTC
141,12.5,-74.003848,40.720855,-73.98098,40.668304,6.153247369452992,1.0,2010-08-24 01:39:26 UTC
142,52.5,-73.982265,40.762062,-73.76855,40.675135,20.44103455194937,1.0,2014-05-13 22:19:00 UTC
143,16.0,-74.005677,40.745546999999995,-73.962663,40.794295,6.519457650560859,1.0,2014-10-25 21:24:00 UTC
144,8.0,-73.98548889,40.74728012,-74.00767517,40.74076843,2.004433050543818,1.0,2015-04-19 22:21:12 UTC
145,17.3,-73.950972,40.785633000000004,-74.01024,40.720302000000004,8.8145592788327,2.0,2010-05-17 07:44:00 UTC
146,5.7,-74.00844000000001,40.711253,-74.001313,40.731078000000004,2.2848002230430313,1.0,2011-10-26 03:37:00 UTC
147,5.5,-73.98091125,40.74206543,-73.97698975,40.75165558,1.1163754027968806,1.0,2015-04-18 09:30:31 UTC
148,16.5,-73.974938,40.762091,-74.003309,40.706195,6.659208432398169,2.0,2009-02-27 13:31:21 UTC
149,12.9,-73.980755,40.680558000000005,-73.98911,40.726788,5.1885710967511605,2.0,2009-07-16 20:33:00 UTC
150,10.1,-73.99124499999999,40.739058,-73.992972,40.76768,3.185948425958357,1.0,2011-05-16 13:10:38 UTC
151,9.5,-73.992583,40.730416999999996,-74.005352,40.740247,1.5337015630204816,1.0,2013-08-09 21:19:00 UTC
152,4.5,-73.979872,40.749027000000005,-73.97655300000001,40.757498,0.9825469211965966,5.0,2010-03-14 15:40:00 UTC
153,6.5,-73.971541,40.764009,-73.975937,40.755971,0.9674401046761157,1.0,2011-04-27 13:19:48 UTC
154,21.5,-74.00109863,40.72149658,-73.95943451,40.65306473,8.381068532948099,1.0,2015-01-30 00:16:06 UTC
155,8.0,-73.975189,40.759095,-73.98051,40.76761,1.0475242667979787,1.0,2014-11-04 12:11:19 UTC
156,4.9,-74.00301800000001,40.739779999999996,-73.99153299999999,40.733090999999995,1.220487623883017,1.0,2009-12-27 21:07:39 UTC
157,5.7,-73.991037,40.750049,-73.980438,40.75193,0.9169921158015011,2.0,2010-07-04 13:07:47 UTC
158,15.3,-73.949477,40.768018,-74.003118,40.733022,5.963232216110162,5.0,2011-06-12 13:33:00 UTC
159,14.9,-73.992214,40.758864,-73.9938,40.722718,4.021477824032502,1.0,2012-08-28 12:29:40 UTC
160,7.0,-73.999998,40.727087,-73.992448,40.735602,1.1406988536397615,1.0,2012-11-11 18:23:00 UTC
161,35.5,-73.86389100000001,40.770005,-74.007246,40.705533,14.045434796935504,1.0,2013-03-24 18:05:42 UTC
162,8.5,-73.954598,40.78676,-73.966013,40.768112,2.285504576501259,1.0,2014-08-13 08:26:00 UTC
163,5.1,-73.99414300000001,40.751193,-73.988897,40.759741999999996,1.0482869064281841,1.0,2009-01-16 21:10:00 UTC
164,4.1,-73.982279,40.768364,-73.985968,40.762939,0.6785365532871906,1.0,2011-01-21 18:43:46 UTC
165,11.7,-73.98149599999999,40.781003999999996,-73.99592,40.738813,4.846175485623563,1.0,2011-02-26 20:27:36 UTC
166,23.0,-73.99772800000001,40.746099,-73.94765600000001,40.829451,10.181982919704343,1.0,2013-06-22 02:35:01 UTC
167,5.7,-73.982357,40.762498,-73.97321,40.755345,1.107325241411708,2.0,2009-06-06 23:56:00 UTC
168,5.3,-73.96706999999999,40.769178000000004,-73.954895,40.778209999999994,1.4351776617676804,1.0,2009-01-24 09:51:00 UTC
169,10.5,-73.94402313,40.77595901,-73.95504761,40.78507996,1.3748658580610174,3.0,2015-02-27 07:50:56 UTC
170,4.9,-73.982095,40.774001,-73.975373,40.787110999999996,1.5637852104937167,1.0,2009-03-25 14:48:49 UTC
171,6.5,-73.98353,40.766992,-73.986255,40.779708,1.4324553333024517,4.0,2010-09-10 18:45:00 UTC
172,11.3,-73.981154,40.729203999999996,-74.007407,40.748509999999996,3.0823324217495465,2.0,2011-08-31 13:47:02 UTC
173,11.5,-73.963511,40.761732,-73.917488,40.739776,4.581500894116338,1.0,2013-04-12 04:39:51 UTC
174,5.3,-73.98341500000001,40.761844,-73.990414,40.756375,0.8469500462415024,2.0,2009-05-29 09:46:11 UTC
175,5.7,-74.006055,40.733166,-74.002895,40.74553,1.400356753821381,1.0,2010-07-15 19:09:01 UTC
176,8.1,-73.952198,40.788107000000004,-73.980767,40.774995000000004,2.812804739229268,1.0,2009-09-07 18:52:00 UTC
177,6.1,-74.008083,40.719238,-73.99831999999999,40.737977,2.240208932604791,1.0,2010-06-09 06:20:32 UTC
178,9.3,-73.995636,40.746573,-73.984437,40.767145,2.474359346376099,1.0,2012-04-15 17:02:44 UTC
179,4.5,-73.972072,40.755691999999996,-73.972082,40.755727,0.003981933884645581,2.0,2013-02-06 14:52:00 UTC
180,5.7,-73.99049000000001,40.755982,-73.974202,40.75421,1.3860321056147649,4.0,2011-12-13 05:56:00 UTC
181,16.5,-73.95485,40.76542,-74.00751,40.73877,5.334586972307967,2.0,2014-07-27 08:22:00 UTC
182,17.0,-73.954462,40.764046,-73.99459300000001,40.729271999999995,5.136196621945152,2.0,2013-06-06 15:23:56 UTC
183,24.5,-74.01278,40.707952,-73.99793199999999,40.760632,5.989862294455389,6.0,2014-07-12 15:22:00 UTC
184,6.1,-74.005278,40.735298,-73.986698,40.729892,1.6769820416920898,1.0,2010-05-25 20:14:00 UTC
185,6.0,-74.004935,40.729625,-74.01615600000001,40.71741,1.6549944998785038,1.0,2012-09-08 00:49:20 UTC
186,4.5,-73.9265,40.765577,-73.93789699999999,40.764509999999994,0.9671425893311696,3.0,2012-08-30 18:57:00 UTC
187,27.0,-73.987285,40.718621999999996,-73.959295,40.778482000000004,7.061420790966861,1.0,2013-05-02 07:41:00 UTC
188,16.0,-73.996652,40.744495,-73.980253,40.737635,1.578185554491687,3.0,2014-02-05 00:28:00 UTC
189,16.1,-73.959222,40.763282000000004,-73.9633,40.716935,5.164998107300443,1.0,2010-01-12 17:11:00 UTC
190,15.7,-73.97489499999999,40.751455,-73.98175400000001,40.783542,3.6143724503247565,2.0,2010-11-07 17:14:23 UTC
191,26.9,-73.863072,40.768622,-73.98214499999999,40.736167,10.65953044678514,6.0,2012-04-22 00:35:00 UTC
192,5.5,-73.989692,40.735496999999995,-73.982012,40.739391999999995,0.7786362313000845,1.0,2013-01-05 21:36:00 UTC
193,6.0,-74.00031,40.747961,-73.993636,40.757228999999995,1.1739212270579071,1.0,2013-10-05 09:12:21 UTC
194,7.7,-74.00145,40.717487,-74.017455,40.709785,1.5978583028114364,1.0,2009-11-16 23:53:00 UTC
195,12.9,-73.985185,40.72777,-73.98060500000001,40.759143,3.5097964870541087,1.0,2011-04-05 11:29:00 UTC
196,11.3,-73.993973,40.746577,-74.00506,40.709365000000005,4.241950132825062,1.0,2012-04-25 20:39:00 UTC
197,42.5,-73.795677,40.807722,-73.97868299999999,40.724365,17.984700398971118,2.0,2011-01-10 16:07:00 UTC
198,5.7,-73.98637,40.74738,-73.975567,40.744572,0.962145329409986,2.0,2011-01-14 18:10:00 UTC
199,5.3,-73.948001,40.77854,-73.958566,40.778483,0.8896100493264851,2.0,2012-04-02 08:02:16 UTC
200,10.5,-73.95410799999999,40.766901000000004,-73.984133,40.743475,3.6306039402257135,1.0,2010-02-10 08:57:54 UTC
201,7.3,-73.99400899999999,40.76144,-73.972811,40.792574,3.8950090756545035,1.0,2011-05-31 22:21:01 UTC
202,4.5,-73.99533100000001,40.739986,-73.987655,40.736707,0.7424194855420512,1.0,2011-09-26 09:32:42 UTC
203,12.5,-73.982332,40.768633,-73.983343,40.744372,2.6990475215759644,1.0,2012-10-23 08:09:25 UTC
204,16.5,-73.9952,40.731697,-73.94977,40.780347,6.626220126037982,1.0,2013-09-07 22:29:00 UTC
205,4.9,-74.002707,40.72664,-73.991825,40.72722,0.9192555712943244,2.0,2012-07-31 19:20:00 UTC
206,4.1,-73.990953,40.733067,-73.996235,40.725570000000005,0.9450053515642249,1.0,2011-08-26 08:00:00 UTC
207,15.5,-73.985132,40.76853,-74.002285,40.730008000000005,4.5206038457115305,1.0,2013-03-17 12:56:58 UTC
208,11.0,-73.97221375,40.76557159,-73.97958374,40.73646927,3.295047605038119,1.0,2015-05-25 15:11:09 UTC
209,4.9,-73.998287,40.72749,-73.98985400000001,40.735239,1.1168514328374335,2.0,2009-04-08 19:11:10 UTC
210,11.3,-73.98019599999999,40.726966,-73.956413,40.77547,5.75346641339681,1.0,2009-06-06 01:57:52 UTC
211,7.3,-73.983758,40.74643,-73.963557,40.774088,3.514700320008608,1.0,2011-02-27 14:45:00 UTC
212,14.9,-73.955268,40.782767,-73.93238199999999,40.794812,2.346518604887375,6.0,2012-01-13 11:28:00 UTC
213,30.9,-73.981942,40.763977000000004,-73.870455,40.773607,9.44959774971357,5.0,2012-03-16 07:58:00 UTC
214,6.1,-73.98971999999999,40.75238,-74.007553,40.743196999999995,1.816433638046797,1.0,2012-06-18 20:57:27 UTC
215,3.3,-73.995802,40.749905,-73.99454300000001,40.750907,0.15382256279760398,1.0,2010-02-23 09:49:00 UTC
216,4.1,-73.991863,40.754275,-73.983796,40.753213,0.6896904899249048,1.0,2012-01-06 07:05:08 UTC
217,12.0,-73.973857,40.764185,-73.994435,40.750242,2.325484491839214,3.0,2014-07-21 14:03:00 UTC
218,9.0,-73.991485,40.754599,-74.00497,40.751692999999996,1.180956618594297,1.0,2014-08-05 11:44:33 UTC
219,2.5,-73.989142,40.720105,-73.988777,40.720662,0.0691536460743482,1.0,2012-03-29 03:51:00 UTC
220,8.9,-73.98948,40.743287,-73.965692,40.754512,2.3608111814960786,1.0,2012-06-30 13:43:00 UTC
221,10.5,-73.97899100000001,40.72375,-73.96304599999999,40.711855,1.885547216841829,1.0,2014-01-31 04:49:53 UTC
222,5.7,-74.000552,40.727492,-74.005037,40.719122999999996,1.0044163073877654,1.0,2010-11-16 19:40:00 UTC
223,7.0,-74.002462,40.718762,-74.007071,40.705535999999995,1.5211078248745376,2.0,2012-12-15 19:11:53 UTC
224,12.0,-73.98499699999999,40.768466,-73.944564,40.800466,4.924401128451173,1.0,2014-07-20 23:51:54 UTC
225,49.57,-73.982483,40.75674,-73.789985,40.64691,20.309386241038403,1.0,2010-05-24 14:24:00 UTC
226,4.5,-73.947035,40.776027,-73.95549799999999,40.764307,1.4853510239918783,1.0,2012-08-18 18:33:00 UTC
227,7.3,-73.977897,40.762802,-73.99153000000001,40.750252,1.80720822868554,5.0,2009-08-08 21:32:00 UTC
228,5.3,-73.986402,40.754723,-73.998898,40.739247999999996,2.017199439729359,1.0,2010-01-08 00:28:00 UTC
229,6.9,-73.967425,40.755712,-73.983035,40.734913,2.660474869383805,5.0,2010-09-19 19:28:00 UTC
230,9.3,-73.971088,40.792648,-73.968405,40.769673,2.5646754136827545,1.0,2012-05-16 18:14:00 UTC
